-0.46635,-0.10319,0.23362
-0.44791,-0.057913,0.16873
-0.43001,-0.028721,0.17025
-0.42222,-0.074564,0.20172
-0.41507,-0.0022636,0.3056
-0.41281,-0.036501,0.15518
-0.41266,-0.031001,0.29871
-0.4065,-0.10825,0.1716
-0.40034,-0.0638,0.21885
-0.40002,-0.14561,0.1798
-0.39997,0.0074841,0.26077
-0.39386,-0.055927,0.33395
-0.39174,-0.098603,0.21561
-0.3823,-0.058004,0.29888
-0.37554,-0.12403,0.31128
-0.37552,0.030183,0.27201
-0.37502,-0.0071233,0.30128
-0.37452,-0.00093863,0.13266
-0.37105,-0.0879,0.33267
-0.3706,0.090669,-0.24503
-0.36866,-0.015929,0.23536
-0.36459,-0.0062734,0.17779
-0.36348,-0.024086,-0.14846
-0.36302,0.13266,-0.25381
-0.3617,-0.093416,0.27918
-0.35879,0.058304,-0.24754
-0.35748,-0.038601,-0.081033
-0.35419,-0.14449,0.1417
-0.35411,0.016878,0.23596
-0.35391,0.016387,-0.077522
-0.35313,0.094576,-0.19994
-0.35225,-0.039033,0.19191
-0.35063,-0.037248,-0.19632
-0.34724,-0.023319,0.27381
-0.34348,0.036159,-0.14893
-0.34339,-0.039914,0.34659
-0.34278,0.10397,-0.2545
-0.34179,-0.094959,0.30698
-0.33934,-0.085628,-0.10841
-0.33751,0.14506,-0.21326
-0.33701,0.074073,-0.21719
-0.33582,-0.0053937,0.13882
-0.3357,-0.012614,-0.011915
-0.33456,-0.11117,0.14992
-0.33345,-0.056188,-0.032692
-0.33013,-0.096807,-0.15809
-0.33006,-0.070271,0.19436
-0.32697,0.038557,-0.20515
-0.3265,0.039999,-0.041705
-0.32506,0.05051,0.24006
-0.32492,-0.013599,-0.24302
-0.32459,-0.10398,0.18874
-0.3177,-0.10774,0.25672
-0.31752,0.00082316,0.27995
-0.31655,-0.087545,-0.22065
-0.31247,-0.053121,0.14299
-0.31009,0.14568,-0.24584
-0.30849,0.066843,-0.10894
-0.3076,0.037684,0.14894
-0.30626,-0.042498,0.3048
-0.30496,-0.023122,0.033063
-0.30474,0.036322,-0.23843
-0.30345,-0.067311,0.25992
-0.30097,0.041701,0.21645
-0.29889,-0.1071,-0.08942
-0.29711,0.051784,0.30799
-0.29529,0.034534,0.027126
-0.29434,-0.070446,0.0068401
-0.29386,0.013897,0.24211
-0.29326,0.038504,0.26608
-0.29277,0.0041305,0.29386
-0.29173,0.039432,0.18165
-0.29016,-0.091126,-0.026926
-0.28243,0.069599,-0.064443
-0.28131,-0.0056861,0.32938
-0.28058,0.11607,-0.11825
-0.2802,0.043102,-0.2481
-0.27978,-0.11336,0.27295
-0.27671,0.010997,0.062456
-0.27544,0.0021953,0.19498
-0.27529,0.060448,-0.0028338
-0.27515,-0.071728,-0.26599
-0.27325,0.11726,-0.20096
-0.27066,0.073186,-0.18881
-0.26976,-0.013508,0.25371
-0.26868,-0.10453,0.1539
-0.26691,0.10069,-0.18286
-0.26492,0.00055025,-0.27454
-0.26439,-0.12119,-0.21038
-0.26109,-0.06281,0.28335
-0.26071,-0.077224,0.16334
-0.25832,-0.18013,-0.27643
-0.25493,-0.11781,-0.11036
-0.25463,0.10745,-0.2341
-0.25458,-0.15022,-0.18181
-0.25378,0.075756,0.28004
-0.25343,-0.018225,0.15783
-0.25321,-0.19387,-0.19445
-0.25312,0.12497,-0.21296
-0.25078,0.11266,-0.088015
-0.24989,-0.12289,-0.15554
-0.24764,-0.2208,-0.22446
-0.24532,-0.044488,0.071753
-0.2443,-0.06757,0.31484
-0.24416,-0.078789,0.20091
-0.244,-0.0024174,0.094063
-0.24399,-0.087452,-0.00098529
-0.2439,-0.22972,-0.17332
-0.24204,-0.085615,0.23758
-0.2413,0.06581,0.057019
-0.24087,0.069821,0.31743
-0.23839,0.075139,0.13662
-0.23244,0.048438,0.16566
-0.2323,-0.10839,-0.25194
-0.22969,0.023358,0.33721
-0.22921,0.032973,0.19937
-0.22602,-0.039127,0.20693
-0.22467,0.067654,-0.032193
-0.22362,0.13694,-0.15893
-0.22275,-0.089383,0.26085
-0.22193,0.062083,0.22523
-0.22002,-0.023797,0.33134
-0.21983,0.078479,-0.23786
-0.21881,0.027304,0.11768
-0.21701,-0.10668,-0.062525
-0.2153,-0.22376,-0.2006
-0.21345,-0.070129,-0.27695
-0.20862,0.09031,0.21112
-0.2072,-0.21674,-0.25897
-0.20555,0.10486,0.24873
-0.20547,0.070629,-0.098889
-0.20226,-0.031021,-0.26541
-0.20159,0.10429,0.28392
-0.2008,0.033586,-0.27928
-0.1967,-0.14016,-0.097428
-0.19628,0.088659,0.31251
-0.19409,-0.052995,0.17519
-0.19287,0.078582,0.10669
-0.19262,0.050491,-0.066301
-0.19236,-0.084272,0.16239
-0.19173,-0.025895,0.12191
-0.18934,-0.11133,-0.24884
-0.18827,-0.012401,0.16119
-0.18659,-0.14412,-0.27623
-0.18624,-0.030549,0.23591
-0.18564,-0.19553,-0.16294
-0.18496,-0.061309,0.0643
-0.18312,-0.089723,-0.069279
-0.1815,0.10032,0.23501
-0.17865,-0.21372,-0.23495
-0.17735,-0.06633,0.011519
-0.1772,0.082155,0.14876
-0.17466,-0.057337,0.28843
-0.17181,0.096609,-0.12866
-0.17174,-0.14624,-0.14532
-0.17149,0.077489,0.013377
-0.16985,0.089595,0.3169
-0.1678,0.057675,0.33263
-0.16587,0.14243,0.34032
-0.16443,0.11263,0.16097
-0.16276,-0.041847,-0.0033721
-0.15963,0.026303,0.33905
-0.15873,-0.039752,0.3183
-0.15519,-0.18596,-0.15683
-0.15495,0.14953,-0.24138
-0.15431,0.13677,0.27975
-0.15003,0.024085,-0.091286
-0.14937,-0.175,-0.23668
-0.1486,-0.15712,-0.20697
-0.14678,0.14176,-0.27846
-0.14589,0.014472,-0.049387
-0.14579,0.13395,0.2134
-0.14517,0.13193,0.24429
-0.14452,-0.015655,-0.074214
-0.13874,-0.00053658,0.32362
-0.13852,-0.20717,-0.259
-0.13814,0.057606,0.39307
-0.13802,0.096225,-0.27723
-0.13513,0.12898,0.30826
-0.13467,-0.052534,0.16217
-0.13437,-0.043478,0.073001
-0.13212,0.098264,-0.18002
-0.13172,0.13521,-0.21023
-0.13105,-0.033952,0.14732
-0.13057,0.0089096,0.0095941
-0.13027,0.072443,0.35345
-0.13,-0.048885,0.26306
-0.12867,0.077954,-0.26856
-0.12765,0.10839,0.15454
-0.12583,0.088808,-0.12239
-0.12535,0.034964,0.3689
-0.12482,-0.043682,0.2307
-0.12343,0.075086,0.31465
-0.12324,0.090642,0.071009
-0.12241,0.024785,0.32543
-0.12024,-0.056332,-0.087131
-0.11848,0.14145,0.1683
-0.11598,-0.17167,-0.18731
-0.11252,0.15057,0.21212
-0.11153,0.028621,0.0067272
-0.11152,0.098442,0.29128
-0.10864,0.018144,-0.26213
-0.10825,0.16105,-0.27769
-0.10407,-0.091785,-0.12073
-0.103,-0.13598,-0.14122
-0.10199,0.021469,-0.062475
-0.10027,-0.09969,-0.24781
-0.099221,0.15414,0.29597
-0.093246,0.070151,0.42603
-0.091924,0.05494,0.30488
-0.091807,0.0040079,-0.073469
-0.090927,-0.034916,0.1745
-0.089774,-0.01089,0.093912
-0.086241,0.12164,0.27592
-0.085899,-0.023652,0.3637
-0.083573,0.013752,0.29456
-0.082515,0.058902,-0.2793
-0.081683,0.11009,-0.27875
-0.081518,-0.06172,-0.27943
-0.080969,0.086326,-0.082674
-0.080593,0.031023,0.080801
-0.080015,0.14463,-0.18323
-0.079195,0.12121,0.18339
-0.078564,-0.13149,-0.27738
-0.075968,0.11103,-0.17608
-0.07562,0.048604,0.06001
-0.072799,-0.007156,0.35482
-0.070744,0.090319,0.143
-0.069796,0.091586,0.20805
-0.069267,0.16208,0.26224
-0.068237,-0.03235,0.22423
-0.066778,-0.021287,0.31058
-0.066753,0.082162,0.32838
-0.063715,0.035105,0.041876
-0.063052,0.093815,-0.24139
-0.062816,0.002589,0.16225
-0.05964,0.15604,-0.22993
-0.059331,0.13798,-0.12994
-0.05867,0.15779,0.30827
-0.056634,0.16782,0.18989
-0.055077,0.1271,-0.25206
-0.054847,0.018851,0.22331
-0.054249,0.016847,-0.0061938
-0.053688,-0.05962,-0.076475
-0.050828,0.071919,0.25416
-0.050636,0.082188,0.36943
-0.04919,0.060959,0.12258
-0.049062,-0.091226,-0.18166
-0.048682,0.09829,-0.05094
-0.048525,0.057092,0.34959
-0.048348,-0.021339,0.19067
-0.047136,0.055406,0.20067
-0.046989,-0.015745,0.26723
-0.046685,-0.027461,-0.031957
-0.04633,0.053024,0.011111
-0.042898,0.11281,-0.082376
-0.037519,0.16333,0.25391
-0.037003,-0.070024,-0.25504
-0.035813,0.075031,0.18726
-0.034337,0.12849,-0.21064
-0.03368,-0.13424,-0.19604
-0.030578,-0.076215,-0.1046
-0.030441,-0.13398,-0.21989
-0.029754,-0.16579,-0.27608
-0.027846,0.020455,-0.27122
-0.026016,0.016322,0.26973
-0.023339,0.050686,0.11361
-0.022748,-0.16254,-0.23919
-0.022672,-0.00032966,0.2192
-0.020966,0.029765,0.080861
-0.018511,0.05163,-0.2478
-0.013153,0.10144,-0.17894
-0.012073,-0.11918,-0.16744
-0.0096827,-0.050786,-0.027809
-0.0049626,-0.092875,-0.278
-0.0047217,0.11497,0.0032455
