0.096186,-0.012784,-0.014263,0.057149,-0.047806,0.046666
0.041708,-0.01392,-0.047301,0.096676,-0.011296,0.061617
0.098198,-0.013095,0.0023346,0.0048276,0.016967,0.096975
0.066677,0.018366,-0.043411,0.089878,0.023926,0.043447
0.099779,0.0045064,0.0013262,0.0081743,-0.027022,0.092048
0.098216,0.0077959,-0.010697,0.06593,0.046749,0.035855
0.08633,0.028212,0.019602,0.04178,-0.040453,0.071892
0.072056,-0.037213,0.025073,0.050443,0.03339,0.077502
0.061166,-0.04831,0.0064342,0.039902,0.0080041,0.098934
0.098393,0.0056959,0.011211,0.079813,-0.039733,0.021795
0.099027,0.0016772,0.0096703,0.097108,-0.016673,0.0038654
0.094893,-0.019688,-0.0098507,0.024108,-0.037972,0.081001
0.097344,0.006932,0.01451,0.08191,-0.037864,0.020747
0.058835,0.04437,0.021288,0.052175,-0.022946,0.088991
0.036819,0.046836,-0.011515,0.065281,0.0085358,0.097901
0.0216,0.023862,-0.033526,0.092738,0.010204,0.085663
0.036063,-0.0071131,0.047488,0.099209,0.0052831,0.06473
0.065193,-0.041605,0.023197,0.050268,0.027729,0.08454
0.062291,0.030402,0.037744,0.075489,-0.03043,0.062221
0.076135,0.00086802,-0.042617,0.099968,0.0015501,0.023897
0.083457,-0.037108,-0.0019127,0.016766,-0.0042904,0.099779
0.097344,0.006932,0.01451,0.08191,-0.037864,0.020747
0.058835,0.04437,0.021288,0.052175,-0.022946,0.088991
0.05721,-0.049334,0.003756,0.04312,0.0043305,0.09967
0.067519,-0.020724,-0.041995,0.086778,-0.026794,0.045704
0.099942,0.0012762,0.0020475,0.072038,-0.044863,0.028021
0.099991,0.00073633,-0.00061504,0.041102,0.049196,0.058908
0.077519,-0.041365,-0.0056248,0.023889,-0.01035,0.098593
0.09983,-0.00061895,-0.0040789,0.097753,-0.014807,0.0024184
0.036174,0.04802,-0.0016769,0.063871,0.0012616,0.099956
0.084073,-0.036047,0.0062949,0.018416,0.014247,0.097512
0.056152,-0.048617,-0.0099267,0.046096,-0.011006,0.097753
0.097958,-0.013618,0.0038178,0.0091808,0.025461,0.092862
0.083258,0.017249,0.033111,0.082229,-0.034114,0.034514
0.051918,0.04267,0.025992,0.062134,-0.023066,0.085949
0.075275,0.010829,-0.04176,0.095257,0.018289,0.029469
0.042664,0.0222,-0.044196,0.091404,0.017112,0.065933
0.09932,-0.0080798,0.0015098,0.004032,0.017932,0.096649
0.065757,0.018692,0.043615,0.089796,-0.023808,0.044448
0.072374,0.039819,0.020343,0.042607,-0.029322,0.08502
0.052018,0.049801,0.0039614,0.04831,-0.0041115,0.099673
0.099161,0.0017622,0.008952,0.096301,-0.018791,0.0045394
0.024992,-0.03313,0.027874,0.085367,0.012312,0.089641
0.098492,0.0044684,0.011338,0.086759,-0.033598,0.01475
0.099987,0.00056233,0.00099708,0.075872,-0.042782,0.024142
0.099957,-0.0015405,-0.0014025,0.045346,-0.049758,0.054699
0.077365,-0.029531,0.029648,0.06147,0.038682,0.061165
0.029385,-0.035937,0.027991,0.081711,0.014245,0.088904
0.064431,-0.033681,0.034019,0.068107,0.032214,0.067463
0.099924,0.0011468,0.002497,0.082596,-0.037897,0.01748
0.099538,-0.0053923,-0.0041062,0.036996,-0.047977,0.063467
0.093266,0.0008474,0.025046,0.099893,-0.0031519,0.0068412
0.054092,0.033528,0.036865,0.075513,-0.026924,0.070396
0.085052,-0.035429,-0.0040215,0.016031,-0.0095312,0.098918
0.091234,0.003549,0.028056,0.098563,-0.011359,0.010204
0.055971,0.048993,0.0079962,0.045482,-0.0088979,0.098548
0.084426,0.015749,0.032662,0.084074,-0.033029,0.031501
0.080293,-0.039771,-0.00075809,0.019737,-0.0015299,0.099971
0.099925,-0.001852,0.0020093,0.054102,0.049797,0.045974
0.099983,-0.0012402,0.00035745,0.0076856,0.026606,0.092332
0.053265,0.039233,-0.030823,0.067065,0.025875,0.079672
0.097344,0.006932,0.01451,0.08191,-0.037864,0.020747
0.018149,0.038452,-0.0026164,0.081936,0.0012291,0.099916
0.099791,-0.0044534,0.0010334,0.0053096,0.021974,0.094901
0.07771,0.041542,-0.0025299,0.022578,0.0047149,0.099713
0.096704,-0.017205,0.0047659,0.010188,0.024878,0.093109
0.097749,-0.00043315,-0.014827,0.099917,-0.0028531,0.0023354
0.055112,0.045005,0.021174,0.054876,-0.02123,0.090012
0.099155,0.006813,0.0061161,0.045094,-0.04929,0.055753
0.077154,-0.025758,-0.033154,0.070959,-0.037379,0.051888
0.07369,0.041102,0.015792,0.03579,-0.02467,0.090521
0.071941,0.018318,-0.041025,0.088041,0.026783,0.040019
0.054453,0.039563,-0.030247,0.065635,0.026274,0.079913
0.0066061,0.012494,0.021465,0.098328,-0.0028717,0.095066
0.035264,0.0045741,-0.047559,0.099677,0.0033605,0.06506
0.099957,-0.0015405,-0.0014025,0.045346,-0.049758,0.054699
0.01465,0.033464,0.011424,0.08688,-0.0044792,0.098471
0.094737,-0.0029676,-0.022131,0.098327,-0.012479,0.0069373
0.098198,-0.013095,0.0023346,0.0048276,0.016967,0.096975
0.086276,-0.032508,-0.011281,0.022999,-0.026722,0.090726
0.022234,0.03338,-0.024793,0.085672,0.010642,0.092095
0.053927,0.049825,0.0014069,0.046117,-0.0015214,0.099957
0.099942,0.0012762,0.0020475,0.072038,-0.044863,0.028021
0.098886,-0.0003452,-0.01049,0.099893,-0.0032507,0.0012219
0.090068,-0.011667,0.02754,0.086296,0.032349,0.023637
0.036109,0.046007,-0.013795,0.066871,0.0099335,0.097022
0.079788,-0.040037,0.0031174,0.020694,0.006175,0.099519
0.083457,-0.037108,-0.0019127,0.016766,-0.0042904,0.099779
0.088741,-0.010735,0.02973,0.089765,0.028346,0.021494
0.01808,0.038475,-0.00083399,0.081929,0.0003917,0.099992
0.078814,0.034245,0.022294,0.044646,-0.036036,0.076541
0.054453,0.039563,-0.030247,0.065635,0.026274,0.079913
0.08276,-0.037352,-0.0056191,0.019072,-0.012174,0.098169
0.097973,0.013451,0.0041955,0.010713,-0.027848,0.091314
0.056546,-0.048605,0.0097278,0.045633,0.010881,0.097822
0.047491,0.030554,0.039498,0.082222,-0.022983,0.070289
0.06832,0.0091337,-0.045617,0.097367,0.013152,0.034314
0.062711,-0.047832,0.0071072,0.038645,0.0091167,0.098645
0.068382,-0.041485,0.021001,0.045568,0.027555,0.086051
0.051514,-0.045148,-0.021431,0.05796,-0.019955,0.090528
0.098916,0.0017487,-0.010208,0.09718,0.016462,0.0039055
0.057233,0.011565,0.048103,0.096873,-0.013007,0.045896
0.099883,0.001796,0.0029149,0.072516,-0.044607,0.027602
0.051382,-0.044711,-0.022337,0.058881,-0.020542,0.089738
0.09998,0.00064158,0.0012457,0.079038,-0.040698,0.020982
0.057384,-0.0066922,0.048996,0.098949,0.0076941,0.043668
0.099079,0.0095091,-0.00091326,0.0018276,0.0094285,0.099094
0.091871,0.0094353,-0.025648,0.089049,0.029769,0.019081
0.093771,-0.019336,-0.014501,0.039985,-0.045009,0.066246
0.091245,-0.021138,-0.018761,0.048959,-0.045299,0.059796
0.09059,0.014499,0.025342,0.07766,-0.039047,0.031751
0.097134,0.0070282,0.015131,0.082762,-0.037111,0.020104
0.077078,-0.038078,0.0178,0.036746,0.029569,0.086177
0.07549,-0.041994,0.0093134,0.02805,0.015957,0.096461
0.094663,-0.021533,0.0064485,0.013129,0.026016,0.092209
0.024725,0.029706,-0.031284,0.088277,0.012346,0.086998
0.036109,0.046007,-0.013795,0.066871,0.0099335,0.097022
0.099015,0.0033618,0.0092884,0.088532,-0.031686,0.012455
0.092159,0.014908,0.022368,0.071654,-0.04253,0.036188
0.046196,0.041789,0.027187,0.067542,-0.021116,0.086263
0.080686,-0.037978,-0.010769,0.025319,-0.021175,0.093996
0.099648,0.0040658,-0.0043045,0.053016,0.049743,0.047337
