195.32,654.52,730.2,11.06,11.33,4.6291
763.5,182.32,619.53,3.2512,0.59602,4.0286
134.27,975.29,-173.87,23.193,-4.0579,3.2112
577.27,-318.15,752.01,3.6108,-1.9884,4.7976
47.134,-956.1,-281.36,64.369,18.897,3.296
133.6,-583.53,800.68,14.173,-18.48,5.2811
369.75,-762.99,-530.15,7.2516,4.0805,3.7296
528.63,703.96,-474.31,5.2663,-2.2689,3.5921
623.18,775.22,-103.25,5.0473,-0.40835,3.1793
126.81,-449.16,-884.06,11.642,21.223,6.7736
98.679,-169.96,-979.98,6.3005,27.176,16.084
226.02,871.08,435.84,12.592,5.9031,3.5136
163.02,-425.24,-890.07,8.8359,16.126,6.9426
641.61,-691.55,-331.8,4.6495,1.1988,3.3522
794.87,-589.22,144.86,3.9364,-0.3432,3.196
885.44,-269.49,378.64,3.3055,-0.39374,3.4167
799.62,88.957,-593.88,3.1818,-0.25969,3.9305
589.98,705.2,-393.19,4.9283,-1.6164,3.4393
614.09,-495.08,-614.64,4.062,1.9866,4.009
488.53,-17.768,872.35,3.1644,-0.20525,6.4688
406.75,912.3,47.025,7.7659,0.33393,3.1658
163.02,-425.24,-890.07,8.8359,16.126,6.9426
641.61,-691.55,-331.8,4.6495,1.1988,3.3522
654.15,754.18,-57.419,4.8262,-0.20969,3.1675
569.93,363.62,736.84,3.7511,2.199,4.6776
24.34,-524.31,-841.21,68.774,110.11,5.9739
10.102,-728.88,608.82,240.25,-200.64,4.1202
474.15,872.4,118.63,6.6223,0.69516,3.1848
41.412,149.46,984.95,11.875,72.708,20.334
798.92,-601.07,20.989,3.9573,-0.049948,3.163
399.1,903.21,-157.73,7.8242,-1.1431,3.2024
662.19,734.18,149.91,4.7215,0.53161,3.1984
142.93,952.76,-267.1,21.32,-5.8454,3.2816
409.18,-421.55,-809.21,4.5403,4.4876,5.3827
693.42,-615.35,-374.84,4.2279,1.1346,3.411
497.25,-217.77,839.81,3.4522,-2.1426,5.8253
757.21,-293.18,583.66,3.391,-0.88012,3.8945
82.538,978.91,-182.92,37.665,-6.9884,3.2166
585.19,-319.43,-745.32,3.6027,1.9298,4.7432
525.61,-757.57,-387.04,5.5475,1.9132,3.4296
692.7,-718.95,-57.187,4.5577,0.18801,3.1675
91.678,-192.21,-976.46,7.3491,30.422,14.842
866.08,382.52,-321.85,3.457,-0.47479,3.34
122.84,-363.77,-923,9.8871,22.521,8.2338
11.877,-473.47,-839.52,130.82,231.83,6.436
21.076,730.92,665.44,110.97,100.95,4.2757
475.77,620.71,-623.16,5.1982,-3.2874,4.0434
840.33,427.65,-333.1,3.5482,-0.56853,3.3538
596.4,564.73,-570.41,4.3551,-2.0795,3.8501
27.67,-414.45,-902.45,47.783,103.59,7.5635
68.008,792.89,603.77,37.044,28.002,3.9694
259.51,-32.654,-965.12,3.1872,1.4685,12.09
677.56,-494.84,-544.09,3.9158,1.4977,3.769
386.64,916.32,104.01,8.1345,0.78379,3.1795
296.09,-119.86,-947.55,3.4116,3.7978,9.8996
663.55,-738.35,-120.51,4.731,0.42716,3.1855
394.65,-399.07,-827.61,4.4973,4.7155,5.6343
443.94,895.87,17.077,7.1222,0.109,3.1627
27.519,672.99,-730.16,77.916,-84.395,4.6639
13.29,933.21,-268.96,228.64,-65.882,3.291
683.64,-573.89,450.86,4.1288,-1.3409,3.5428
163.02,-425.24,-890.07,8.8359,16.126,6.9426
904.72,-425.01,28.92,3.4938,-0.04298,3.1636
45.874,970.78,-225.28,67.153,-15.549,3.2461
472.13,-879.88,53.584,6.6882,-0.31625,3.1668
181.58,947.55,-262.47,16.805,-4.4901,3.2772
150.07,28.863,988.03,3.2203,3.9342,20.693
669.99,-671.73,-316.03,4.478,1.0561,3.3331
92,-740.55,-664.79,25.665,22.69,4.2351
477.99,538.88,693.61,4.7656,3.433,4.39
512.95,-801.3,-307.87,5.8655,1.5986,3.3237
529.72,-345.81,774.46,3.7765,-2.5274,4.9988
674.89,-586.21,448.18,4.1887,-1.3771,3.5375
966.41,-129.29,-222.11,3.1905,0.096375,3.2433
804.59,-56.85,591.1,3.1702,-0.16375,3.9205
21.076,730.92,665.44,110.97,100.95,4.2757
923.85,-362.22,-123.66,3.3966,0.15451,3.1867
229.44,129.34,964.6,3.6302,6.53,12.006
134.27,975.29,-173.87,23.193,-4.0579,3.2112
370.47,877.47,304.52,8.1304,2.3947,3.32
881.86,-378.52,281.15,3.4413,-0.39766,3.2952
678.78,-734.04,-20.726,4.6578,0.070895,3.163
24.34,-524.31,-841.21,68.774,110.11,5.9739
105.59,32.693,993.43,3.3105,8.807,28.607
315.17,370.17,-873.81,4.8781,-6.676,6.5043
799.33,-575.58,172.58,3.8968,-0.39897,3.2105
449.59,890.52,-69.338,7.0168,-0.43538,3.1699
406.75,912.3,47.025,7.7659,0.33393,3.1658
335.56,319.9,-885.99,4.3692,-5.7618,6.8208
905.1,-425.09,9.2143,3.4937,-0.013686,3.1624
460.29,-743.98,-484.34,6.0105,2.8298,3.6145
674.89,-586.21,448.18,4.1887,-1.3771,3.5375
415.22,899.57,135.33,7.5458,0.9358,3.1916
142.39,-944.68,-294.65,21.222,6.4721,3.3093
659.2,737.33,-147.57,4.7446,-0.52775,3.1973
724.64,-421.64,-545.08,3.6586,1.1963,3.7719
562.86,-162.28,810.46,3.2911,-1.2614,5.3984
610.66,783.29,-116.39,5.1433,-0.47534,3.1839
562.31,737.77,-373.48,5.2168,-1.6705,3.409
696.33,648.38,307.77,4.3209,0.95248,3.3236
104.18,-167.86,979.83,5.9988,-25.286,16.002
653.98,-176.84,-735.55,3.2758,0.92842,4.6678
34.403,-522.03,-847.27,48.291,78.042,6.0191
697.27,641.23,320.35,4.2962,0.98346,3.3382
14.366,-446.61,-867.12,100.83,195.58,6.9036
652.82,102.51,-750.54,3.201,-0.564,4.7854
96.024,-990.28,95.107,32.783,-3.1192,3.1767
285.13,-330.91,899.49,4.8446,-7.558,7.2393
249.61,774.63,580.94,10.311,7.0058,3.8853
295.9,714.39,634.03,8.2641,6.2606,4.0894
306.77,-472.63,-826.09,5.8085,7.1433,5.612
169.31,-415.11,-893.69,8.3747,15.459,7.0527
478.78,795.31,-371.78,6.1314,-2.1038,3.4065
495.08,848.22,-188.12,6.2733,-1.0378,3.2198
231.05,931.96,-279.1,13.143,-3.7081,3.2932
867.62,-342.38,360.58,3.3996,-0.48242,3.3904
799.33,-575.58,172.58,3.8968,-0.39897,3.2105
99.322,-338.48,-935.18,11.236,28.586,8.9605
280.03,-532.38,-798.78,6.7933,7.9839,5.2568
733.52,-569.71,-370.64,4.0041,0.98015,3.4048
439.48,864.16,245.03,6.9761,1.5716,3.2617
59.4,-684.48,724.66,36.628,-38.489,4.5962
37.476,366.02,926.02,31.156,78.013,8.5644
551.29,-734.92,394.9,5.2699,-1.8121,3.442
78.679,973.11,-212.74,39.271,-8.5296,3.2365
56.554,-995.91,43.075,55.864,-2.4085,3.1652
828.08,303.13,471.59,3.3675,0.61909,3.5861
443.94,895.87,17.077,7.1222,0.109,3.1627
187.98,-377.31,-906.66,7.0923,13.654,7.5008
